Genotype	chr	ref_start	ref_end	donor_genome	color
Ita-0	chr2	282830	286529	Ita-0	#4daf4a
Ita-0	chr2	286530	290572	Ita-0	#4daf4a
Ita-0	chr2	290573	292688	Ita-0	#4daf4a
Ita-0	chr2	292689	295454	Ita-0	#4daf4a
Ita-0	chr2	295455	296364	Ita-0	#4daf4a
Ita-0	chr2	296365	298215	Ita-0	#4daf4a
Ita-0	chr2	298216	306250	Ita-0	#4daf4a
Ita-0	chr2	306251	313805	Ita-0	#4daf4a
Ita-0	chr2	313806	315647	Ita-0	#4daf4a
Ita-0	chr2	315648	317029	Ita-0	#4daf4a
Ita-0	chr2	317030	320432	Ita-0	#4daf4a
Ita-0	chr2	320433	323963	Ita-0	#4daf4a
Ita-0	chr2	323964	326094	Ita-0	#4daf4a
Ita-0	chr2	326095	328024	Ita-0	#4daf4a
Ita-0	chr2	328025	332872	Ita-0	#4daf4a
Ita-0	chr2	332873	336462	Ita-0	#4daf4a
Ita-0	chr2	336463	338023	Ita-0	#4daf4a
Ita-0	chr2	338024	339871	Ita-0	#4daf4a
Ita-0	chr2	339872	341321	Ita-0	#4daf4a
Ita-0	chr2	341322	342480	Ita-0	#4daf4a
Ita-0	chr2	342481	343561	Ita-0	#4daf4a
Ita-0	chr2	343562	345254	Ita-0	#4daf4a
Ita-0	chr2	345255	347536	Ita-0	#4daf4a
Ita-0	chr2	347537	350179	Ita-0	#4daf4a
Ita-0	chr2	350180	353343	Ita-0	#4daf4a
Ita-0	chr2	353344	355594	Ita-0	#4daf4a
Ita-0	chr2	355595	357352	Ita-0	#4daf4a
Ita-0	chr2	357353	360924	Ita-0	#4daf4a
Ita-0	chr2	360925	362982	Ita-0	#4daf4a
Ita-0	chr2	362983	369707	Ita-0	#4daf4a
Ita-0	chr2	369708	385170	Ita-0	#4daf4a
Ita-0	chr2	385171	387478	Ita-0	#4daf4a
Ita-0	chr2	387479	388054	Ita-0	#4daf4a
Ita-0	chr2	388055	390405	Ita-0	#4daf4a
Ita-0	chr2	390406	391420	Ita-0	#4daf4a
Ita-0	chr2	391421	394184	Ita-0	#4daf4a
Ita-0	chr2	394185	396755	Ita-0	#4daf4a
Ita-0	chr2	396756	399338	Ita-0	#4daf4a
Ita-0	chr2	399339	405761	Ita-0	#4daf4a
Ita-0	chr2	405762	409203	Ita-0	#4daf4a
Ita-0	chr2	409204	410320	Ita-0	#4daf4a
Ita-0	chr2	410321	416000	Ita-0	#4daf4a
Ita-0	chr2	416001	420661	Ita-0	#4daf4a
Ita-0	chr2	420662	421607	Ita-0	#4daf4a
Ita-0	chr2	421608	422643	Ita-0	#4daf4a
Ita-0	chr2	422644	424059	Ita-0	#4daf4a
Ita-0	chr2	424060	425810	Ita-0	#4daf4a
Ita-0	chr2	425811	427113	Ita-0	#4daf4a
Ita-0	chr2	427114	428900	Ita-0	#4daf4a
Ita-0	chr2	428901	432194	Ita-0	#4daf4a
Ita-0	chr2	432195	435100	Ita-0	#4daf4a
Ita-0	chr2	435101	440623	Ita-0	#4daf4a
Ita-0	chr2	440624	444324	Ita-0	#4daf4a
Ita-0	chr2	444325	450378	Ita-0	#4daf4a
Ita-0	chr2	450379	454959	Ita-0	#4daf4a
Ita-0	chr2	454960	457001	Ita-0	#4daf4a
Ita-0	chr2	457002	463408	Ita-0	#4daf4a
Ita-0	chr2	463409	464993	Ita-0	#4daf4a
Ita-0	chr2	464994	466955	Ita-0	#4daf4a
Ita-0	chr2	466956	469369	Ita-0	#4daf4a
Ita-0	chr2	469370	472070	Ita-0	#4daf4a
Ita-0	chr2	472071	474107	Ita-0	#4daf4a
Ita-0	chr2	474108	476997	Ita-0	#4daf4a
Ita-0	chr2	476998	478976	Ita-0	#4daf4a
Ita-0	chr2	478977	481185	Ita-0	#4daf4a
Ita-0	chr2	481186	481830	Ita-0	#4daf4a
Ita-0	chr2	481831	482334	Ita-0	#4daf4a
Ita-0	chr2	482335	483829	Ita-0	#4daf4a
Ita-0	chr2	483830	487397	Ita-0	#4daf4a
Ita-0	chr2	487398	489941	Ita-0	#4daf4a
Ita-0	chr2	489942	492058	Ita-0	#4daf4a
Ita-0	chr2	492059	494744	Ita-0	#4daf4a
Ita-0	chr2	494745	497860	Ita-0	#4daf4a
Ita-0	chr2	497861	500000	Ita-0	#4daf4a
Ler0_1	chr1	5900	6787	Ita-0	#4daf4a
Ler0_1	chr1	6788	9130	Ita-0	#4daf4a
Ler0_1	chr1	9131	11648	Ita-0	#4daf4a
Ler0_1	chr1	11649	13714	Ita-0	#4daf4a
Ler0_1	chr1	13715	23120	Ita-0	#4daf4a
Ler0_1	chr1	23121	33171	Cvi-0	#377eb8
Ler0_1	chr1	33172	37871	Ita-0	#4daf4a
Ler0_1	chr1	37872	38443	Cvi-0	#377eb8
Ler0_1	chr1	38444	41017	Bla-1	#e41a1c
Ler0_1	chr1	47060	49304	Ita-0	#4daf4a
Ler0_1	chr1	41018	44969	Bla-1	#e41a1c
Ler0_1	chr1	49305	49908	Ita-0	#4daf4a
Ler0_1	chr1	49909	51210	Ita-0	#4daf4a
Ler0_1	chr1	51211	51952	Ita-0	#4daf4a
Ler0_1	chr1	51953	54737	Ita-0	#4daf4a
Ler0_1	chr1	44970	47059	Bla-1	#e41a1c
Ler0_1	chr1	54738	57163	Cvi-0	#377eb8
Ler0_1	chr1	57164	59215	Cvi-0	#377eb8
Ler0_1	chr1	59216	61904	Cvi-0	#377eb8
Ler0_1	chr1	64166	67774	Ita-0	#4daf4a
Ler0_1	chr1	61905	64165	Cvi-0	#377eb8
Ler0_1	chr1	67775	69910	Ita-0	#4daf4a
Ler0_1	chr1	69911	72338	Ita-0	#4daf4a
Ler0_1	chr1	72339	74737	Bla-1	#e41a1c
Ler0_1	chr1	74738	75389	Bla-1	#e41a1c
Ler0_1	chr1	75390	76845	Bla-1	#e41a1c
Ler0_1	chr1	76846	82983	Bla-1	#e41a1c
Ler0_1	chr1	82984	84946	Ita-0	#4daf4a
Ler0_1	chr1	84947	86485	Ita-0	#4daf4a
Ler0_1	chr1	86486	88409	Ita-0	#4daf4a
Ler0_1	chr1	88410	90502	Ita-0	#4daf4a
Ler0_1	chr1	91342	95681	Ita-0	#4daf4a
Ler0_1	chr1	95682	97411	Ita-0	#4daf4a
Ler0_1	chr1	90503	91341	Bla-1	#e41a1c
Ler0_1	chr1	99241	99864	Ita-0	#4daf4a
Ler0_1	chr1	97412	99240	Cvi-0	#377eb8
Ler0_1	chr1	104440	105330	Ita-0	#4daf4a
Ler0_1	chr1	105331	108945	Ita-0	#4daf4a
Ler0_1	chr1	99865	101987	Bla-1	#e41a1c
Ler0_1	chr1	101988	104439	Bla-1	#e41a1c
Ler0_1	chr1	108946	111699	Ita-0	#4daf4a
Ler0_1	chr1	112263	114201	Cvi-0	#377eb8
Ler0_1	chr1	114202	116407	Cvi-0	#377eb8
Ler0_1	chr1	111700	112262	Bla-1	#e41a1c
Ler0_1	chr1	116408	118845	Cvi-0	#377eb8
Ler0_1	chr1	118846	119380	Ita-0	#4daf4a
Ler0_1	chr1	119381	120153	Bla-1	#e41a1c
Ler0_1	chr1	120154	130577	Bla-1	#e41a1c
Ler0_1	chr1	130578	132269	Bla-1	#e41a1c
Ler0_1	chr1	132270	135924	Bla-1	#e41a1c
Ler0_1	chr1	135925	138162	Bla-1	#e41a1c
Ler0_1	chr1	138163	139680	Bla-1	#e41a1c
Ler0_1	chr1	139681	141869	Bla-1	#e41a1c
Ler0_1	chr1	141870	143488	Bla-1	#e41a1c
Ler0_1	chr1	143489	146479	Bla-1	#e41a1c
Ler0_1	chr1	146480	147042	Bla-1	#e41a1c
Ler0_1	chr1	147043	149848	Bla-1	#e41a1c
Ler0_1	chr1	149849	150688	Bla-1	#e41a1c
Ler0_1	chr1	150689	152210	Bla-1	#e41a1c
Ler0_1	chr1	152211	153112	Bla-1	#e41a1c
Ler0_1	chr1	153113	154366	Bla-1	#e41a1c
Ler0_1	chr1	154367	156476	Bla-1	#e41a1c
Ler0_1	chr1	156477	158823	Bla-1	#e41a1c
Ler0_1	chr1	158824	159627	Bla-1	#e41a1c
Ler0_1	chr1	162954	164104	Ita-0	#4daf4a
Ler0_1	chr1	159628	162953	Bla-1	#e41a1c
Ler0_1	chr1	164105	165517	Ita-0	#4daf4a
Ler0_1	chr1	165518	166588	Bla-1	#e41a1c
Ler0_1	chr1	166589	168558	Bla-1	#e41a1c
Ler0_1	chr1	168559	171386	Bla-1	#e41a1c
Ler0_1	chr1	171387	172948	Bla-1	#e41a1c
Ler0_1	chr1	172949	175705	Bla-1	#e41a1c
Ler0_1	chr1	175706	178406	Bla-1	#e41a1c
Ler0_1	chr1	178407	180016	Bla-1	#e41a1c
Ler0_1	chr1	180017	182749	Bla-1	#e41a1c
Ler0_1	chr1	182750	185032	Bla-1	#e41a1c
Ler0_1	chr1	185033	187144	Bla-1	#e41a1c
Ler0_1	chr1	187145	192436	Bla-1	#e41a1c
Ler0_1	chr1	192437	193670	Bla-1	#e41a1c
Ler0_1	chr1	193671	195644	Bla-1	#e41a1c
Ler0_1	chr1	195645	198787	Bla-1	#e41a1c
Ler0_1	chr1	198788	199526	Bla-1	#e41a1c
Ler0_1	chr1	199527	202102	Bla-1	#e41a1c
Ler0_1	chr1	202103	204934	Bla-1	#e41a1c
Ler0_1	chr1	204935	207642	Bla-1	#e41a1c
Ler0_1	chr1	208995	213082	Cvi-0	#377eb8
Ler0_1	chr1	207643	208994	Bla-1	#e41a1c
Ler0_1	chr1	213083	214149	Cvi-0	#377eb8
Ler0_1	chr1	214150	217734	Cvi-0	#377eb8
Ler0_1	chr1	217735	218833	Ita-0	#4daf4a
Ler0_1	chr1	218834	221641	Ita-0	#4daf4a
Ler0_1	chr1	221642	224351	Ita-0	#4daf4a
Ler0_1	chr1	224352	225664	Bla-1	#e41a1c
Ler0_1	chr1	227544	228798	Cvi-0	#377eb8
Ler0_1	chr1	225665	227543	Bla-1	#e41a1c
Ler0_1	chr1	228799	232839	Bla-1	#e41a1c
Ler0_1	chr1	232840	237905	Bla-1	#e41a1c
Ler0_1	chr1	237906	239840	Ita-0	#4daf4a
Ler0_1	chr1	239841	242712	Cvi-0	#377eb8
Ler0_1	chr1	242713	246054	Cvi-0	#377eb8
Ler0_1	chr1	246055	248440	Cvi-0	#377eb8
Ler0_1	chr1	248441	249040	Cvi-0	#377eb8
Ler0_1	chr1	249041	252522	Cvi-0	#377eb8
Ler0_1	chr1	252523	254530	Cvi-0	#377eb8
Ler0_1	chr1	254531	259306	Cvi-0	#377eb8
Ler0_1	chr1	262828	266324	Cvi-0	#377eb8
Ler0_1	chr1	259307	261667	Bla-1	#e41a1c
Ler0_1	chr1	261668	262827	Bla-1	#e41a1c
Ler0_1	chr1	266325	267992	Cvi-0	#377eb8
Ler0_1	chr1	267993	274930	Cvi-0	#377eb8
Ler0_1	chr1	274931	278599	Cvi-0	#377eb8
Ler0_1	chr1	278600	284349	Cvi-0	#377eb8
Ler0_1	chr1	284350	291203	Bla-1	#e41a1c
Ler0_1	chr1	291204	293245	Cvi-0	#377eb8
Ler0_1	chr1	293246	295086	Ita-0	#4daf4a
Ler0_1	chr1	295087	296000	Ita-0	#4daf4a
Ler0_1	chr1	296001	298450	Bla-1	#e41a1c
Ler0_1	chr1	298451	302310	Bla-1	#e41a1c
Ler0_1	chr1	302311	303536	Bla-1	#e41a1c
Ler0_1	chr1	303537	306466	Bla-1	#e41a1c
Ler0_1	chr1	306467	309541	Bla-1	#e41a1c
Ler0_1	chr1	309542	310168	Bla-1	#e41a1c
Ler0_1	chr1	310169	319667	Bla-1	#e41a1c
Ler0_1	chr1	319668	325315	Bla-1	#e41a1c
Ler0_1	chr1	325316	337912	Bla-1	#e41a1c
Ler0_1	chr1	337913	340088	Bla-1	#e41a1c
Ler0_1	chr1	340089	342040	Bla-1	#e41a1c
Ler0_1	chr1	342041	342917	Bla-1	#e41a1c
Ler0_1	chr1	342918	344400	Bla-1	#e41a1c
Ler0_1	chr1	344401	345515	Bla-1	#e41a1c
Ler0_1	chr1	345516	347612	Bla-1	#e41a1c
Ler0_1	chr1	347613	352545	Bla-1	#e41a1c
Ler0_1	chr1	352546	357258	Cvi-0	#377eb8
Ler0_1	chr1	357259	357905	Cvi-0	#377eb8
Ler0_1	chr1	357906	359116	Bla-1	#e41a1c
Ler0_1	chr1	359117	360917	Bla-1	#e41a1c
Ler0_1	chr1	360918	363142	Bla-1	#e41a1c
Ler0_1	chr1	363143	365164	Bla-1	#e41a1c
Ler0_1	chr1	365165	367443	Bla-1	#e41a1c
Ler0_1	chr1	370195	371090	Cvi-0	#377eb8
Ler0_1	chr1	371091	373334	Cvi-0	#377eb8
Ler0_1	chr1	367444	370194	Bla-1	#e41a1c
Ler0_1	chr1	373335	386913	Cvi-0	#377eb8
Ler0_1	chr1	386914	389811	Cvi-0	#377eb8
Ler0_1	chr1	389812	392816	Cvi-0	#377eb8
Ler0_1	chr1	392817	395688	Cvi-0	#377eb8
Ler0_1	chr1	395689	401919	Cvi-0	#377eb8
Ler0_1	chr1	401920	403099	Cvi-0	#377eb8
Ler0_1	chr1	403100	404599	Cvi-0	#377eb8
Ler0_1	chr1	404600	408619	Ita-0	#4daf4a
Ler0_1	chr1	408620	410680	Cvi-0	#377eb8
Ler0_1	chr1	410681	411663	Cvi-0	#377eb8
Ler0_1	chr1	411664	414649	Cvi-0	#377eb8
Ler0_1	chr1	414650	418415	Cvi-0	#377eb8
Ler0_1	chr1	418416	422579	Bla-1	#e41a1c
Ler0_1	chr1	422580	427547	Cvi-0	#377eb8
Ler0_1	chr1	427548	428649	Ita-0	#4daf4a
Ler0_1	chr1	428650	430720	Cvi-0	#377eb8
Ler0_1	chr1	430721	434964	Bla-1	#e41a1c
Ler0_1	chr1	434965	436922	Bla-1	#e41a1c
Ler0_1	chr1	436923	437859	Bla-1	#e41a1c
Ler0_1	chr1	437860	439559	Bla-1	#e41a1c
Ler0_1	chr1	439560	440199	Bla-1	#e41a1c
Ler0_1	chr1	440200	443117	Bla-1	#e41a1c
Ler0_1	chr1	443118	446296	Ita-0	#4daf4a
Ler0_1	chr1	446297	448422	Bla-1	#e41a1c
Ler0_1	chr1	448423	450460	Bla-1	#e41a1c
Ler0_1	chr1	450461	453106	Bla-1	#e41a1c
Ler0_1	chr1	453107	455687	Bla-1	#e41a1c
Ler0_1	chr1	455688	460831	Bla-1	#e41a1c
Ler0_1	chr1	460832	461827	Bla-1	#e41a1c
Ler0_1	chr1	461828	463618	Bla-1	#e41a1c
Ler0_1	chr1	463619	464981	Bla-1	#e41a1c
Ler0_1	chr1	464982	465615	Bla-1	#e41a1c
Ler0_1	chr1	465616	467880	Bla-1	#e41a1c
Ler0_1	chr1	467881	469817	Bla-1	#e41a1c
Ler0_1	chr1	469818	470693	Bla-1	#e41a1c
Ler0_1	chr1	470694	471882	Bla-1	#e41a1c
Ler0_1	chr1	471883	473336	Bla-1	#e41a1c
Ler0_1	chr1	473337	474372	Bla-1	#e41a1c
Ler0_1	chr1	474373	476612	Bla-1	#e41a1c
Ler0_1	chr1	476613	479112	Cvi-0	#377eb8
Ler0_1	chr1	479113	480649	Ita-0	#4daf4a
Ler0_1	chr1	480650	483373	Cvi-0	#377eb8
Ler0_1	chr1	483374	486799	Bla-1	#e41a1c
Ler0_1	chr1	486800	489651	Bla-1	#e41a1c
Ler0_1	chr1	489652	490859	Bla-1	#e41a1c
Ler0_1	chr1	490860	492979	Bla-1	#e41a1c
Ler0_1	chr1	492980	493638	Bla-1	#e41a1c
Ler0_1	chr1	493639	496332	Bla-1	#e41a1c
Ler0_1	chr2	68337	69884	Ita-0	#4daf4a
Ler0_1	chr2	69885	73207	Ita-0	#4daf4a
Ler0_1	chr2	73208	75519	Ita-0	#4daf4a
Ler0_1	chr2	79779	85400	Ita-0	#4daf4a
Ler0_1	chr2	96864	100483	Bla-1	#e41a1c
Ler0_1	chr2	85401	96863	Ita-0	#4daf4a
Ler0_1	chr2	100484	101566	Bla-1	#e41a1c
Ler0_1	chr2	101567	102155	Bla-1	#e41a1c
Ler0_1	chr2	102156	104574	Bla-1	#e41a1c
Ler0_1	chr2	104575	106620	Bla-1	#e41a1c
Ler0_1	chr2	106621	108829	Bla-1	#e41a1c
Ler0_1	chr2	117969	121980	Bla-1	#e41a1c
Ler0_1	chr2	1025	3173	Cvi-0	#377eb8
Ler0_1	chr2	9768	50287	Cvi-0	#377eb8
Ler0_1	chr2	50288	51487	Cvi-0	#377eb8
Ler0_1	chr2	53269	54468	Cvi-0	#377eb8
Ler0_1	chr2	154097	160870	Cvi-0	#377eb8
Ler0_1	chr2	176408	180032	Cvi-0	#377eb8
Ler0_1	chr2	180033	183764	Cvi-0	#377eb8
Ler0_1	chr2	121981	123022	Ita-0	#4daf4a
Ler0_1	chr2	123023	126611	Ita-0	#4daf4a
Ler0_1	chr2	183765	187607	Bla-1	#e41a1c
Ler0_1	chr2	187608	190369	Bla-1	#e41a1c
Ler0_1	chr2	190370	193163	Bla-1	#e41a1c
Ler0_1	chr2	193164	199280	Bla-1	#e41a1c
Ler0_1	chr2	199281	203126	Bla-1	#e41a1c
Ler0_1	chr2	203127	205774	Bla-1	#e41a1c
Ler0_1	chr2	205775	214473	Bla-1	#e41a1c
Ler0_1	chr2	214474	216604	Bla-1	#e41a1c
Ler0_1	chr2	216605	221002	Bla-1	#e41a1c
Ler0_1	chr2	221003	223809	Bla-1	#e41a1c
Ler0_1	chr2	223810	226234	Cvi-0	#377eb8
Ler0_1	chr2	228577	232540	Ita-0	#4daf4a
Ler0_1	chr2	226235	228576	Cvi-0	#377eb8
Ler0_1	chr2	232541	235924	Bla-1	#e41a1c
Ler0_1	chr2	239669	240687	Cvi-0	#377eb8
Ler0_1	chr2	235925	237253	Bla-1	#e41a1c
Ler0_1	chr2	237254	239668	Bla-1	#e41a1c
Ler0_1	chr2	242041	243649	Cvi-0	#377eb8
Ler0_1	chr2	243650	249686	Cvi-0	#377eb8
Ler0_1	chr2	240688	242040	Bla-1	#e41a1c
Ler0_1	chr2	251807	255246	Ita-0	#4daf4a
Ler0_1	chr2	249687	250244	Cvi-0	#377eb8
Ler0_1	chr2	250245	251806	Cvi-0	#377eb8
Ler0_1	chr2	255247	257568	Ita-0	#4daf4a
Ler0_1	chr2	257569	265021	Ita-0	#4daf4a
Ler0_1	chr2	265022	265948	Cvi-0	#377eb8
Ler0_1	chr2	268714	272676	Ita-0	#4daf4a
Ler0_1	chr2	265949	266558	Cvi-0	#377eb8
Ler0_1	chr2	272677	273894	Ita-0	#4daf4a
Ler0_1	chr2	266559	267926	Cvi-0	#377eb8
Ler0_1	chr2	267927	268713	Cvi-0	#377eb8
Ler0_1	chr2	282124	282829	Ita-0	#4daf4a
Ler0_1	chr2	273895	275002	Bla-1	#e41a1c
Ler0_1	chr2	282830	286529	Ita-0	#4daf4a
Ler0_1	chr2	275003	278123	Bla-1	#e41a1c
Ler0_1	chr2	286530	290572	Ita-0	#4daf4a
Ler0_1	chr2	278124	282123	Bla-1	#e41a1c
Ler0_1	chr2	290573	292688	Ita-0	#4daf4a
Ler0_1	chr2	292689	295454	Bla-1	#e41a1c
Ler0_1	chr2	295455	296364	Cvi-0	#377eb8
Ler0_1	chr2	296365	298215	Cvi-0	#377eb8
Ler0_1	chr2	298216	306250	Bla-1	#e41a1c
Ler0_1	chr2	315648	317029	Ita-0	#4daf4a
Ler0_1	chr2	306251	313805	Bla-1	#e41a1c
Ler0_1	chr2	313806	315647	Bla-1	#e41a1c
Ler0_1	chr2	317030	320432	Bla-1	#e41a1c
Ler0_1	chr2	320433	323963	Bla-1	#e41a1c
Ler0_1	chr2	336463	338023	Ita-0	#4daf4a
Ler0_1	chr2	338024	339871	Ita-0	#4daf4a
Ler0_1	chr2	323964	326094	Bla-1	#e41a1c
Ler0_1	chr2	326095	328024	Bla-1	#e41a1c
Ler0_1	chr2	328025	332872	Bla-1	#e41a1c
Ler0_1	chr2	332873	336462	Bla-1	#e41a1c
Ler0_1	chr2	350180	353343	Ita-0	#4daf4a
Ler0_1	chr2	353344	355594	Ita-0	#4daf4a
Ler0_1	chr2	339872	341321	Bla-1	#e41a1c
Ler0_1	chr2	341322	342480	Bla-1	#e41a1c
Ler0_1	chr2	347537	350179	Cvi-0	#377eb8
Ler0_1	chr2	342481	343561	Bla-1	#e41a1c
Ler0_1	chr2	343562	345254	Bla-1	#e41a1c
Ler0_1	chr2	345255	347536	Bla-1	#e41a1c
Ler0_1	chr2	369708	385170	Ita-0	#4daf4a
Ler0_1	chr2	355595	357352	Bla-1	#e41a1c
Ler0_1	chr2	357353	360924	Bla-1	#e41a1c
Ler0_1	chr2	360925	362982	Bla-1	#e41a1c
Ler0_1	chr2	362983	369707	Bla-1	#e41a1c
Ler0_1	chr2	385171	387478	Ita-0	#4daf4a
Ler0_1	chr2	387479	388054	Ita-0	#4daf4a
Ler0_1	chr2	388055	390405	Ita-0	#4daf4a
Ler0_1	chr2	396756	399338	Cvi-0	#377eb8
Ler0_1	chr2	399339	405761	Cvi-0	#377eb8
Ler0_1	chr2	390406	391420	Bla-1	#e41a1c
Ler0_1	chr2	391421	394184	Bla-1	#e41a1c
Ler0_1	chr2	405762	409203	Cvi-0	#377eb8
Ler0_1	chr2	394185	396755	Bla-1	#e41a1c
Ler0_1	chr2	409204	410320	Cvi-0	#377eb8
Ler0_1	chr2	410321	416000	Cvi-0	#377eb8
Ler0_1	chr2	420662	421607	Ita-0	#4daf4a
Ler0_1	chr2	421608	422643	Ita-0	#4daf4a
Ler0_1	chr2	422644	424059	Ita-0	#4daf4a
Ler0_1	chr2	424060	425810	Ita-0	#4daf4a
Ler0_1	chr2	425811	427113	Cvi-0	#377eb8
Ler0_1	chr2	416001	420661	Bla-1	#e41a1c
Ler0_1	chr2	427114	428900	Cvi-0	#377eb8
Ler0_1	chr2	428901	432194	Cvi-0	#377eb8
Ler0_1	chr2	440624	444324	Ita-0	#4daf4a
Ler0_1	chr2	432195	435100	Cvi-0	#377eb8
Ler0_1	chr2	444325	450378	Ita-0	#4daf4a
Ler0_1	chr2	435101	440623	Cvi-0	#377eb8
Ler0_1	chr2	464994	466955	Ita-0	#4daf4a
Ler0_1	chr2	466956	469369	Ita-0	#4daf4a
Ler0_1	chr2	457002	463408	Cvi-0	#377eb8
Ler0_1	chr2	469370	472070	Ita-0	#4daf4a
Ler0_1	chr2	450379	454959	Bla-1	#e41a1c
Ler0_1	chr2	454960	457001	Bla-1	#e41a1c
Ler0_1	chr2	472071	474107	Cvi-0	#377eb8
Ler0_1	chr2	483830	487397	Ita-0	#4daf4a
Ler0_1	chr2	474108	476997	Cvi-0	#377eb8
Ler0_1	chr2	463409	464993	Bla-1	#e41a1c
Ler0_1	chr2	487398	489941	Ita-0	#4daf4a
Ler0_1	chr2	481186	481830	Cvi-0	#377eb8
Ler0_1	chr2	481831	482334	Cvi-0	#377eb8
Ler0_1	chr2	482335	483829	Cvi-0	#377eb8
Ler0_1	chr2	476998	478976	Bla-1	#e41a1c
Ler0_1	chr2	497861	500000	Ita-0	#4daf4a
Ler0_1	chr2	478977	481185	Bla-1	#e41a1c
Ler0_1	chr2	489942	492058	Cvi-0	#377eb8
Ler0_1	chr2	492059	494744	Cvi-0	#377eb8
Ler0_1	chr2	494745	497860	Cvi-0	#377eb8
